,rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale,LMV,UMV,lithosphere,ice_history,esl_curve,deglacial_rate
output71Cp37_Colleoni_Glac_Wael_T,362,-74.39404581173422,35.528656056937066,12.090552771672819,6.553349988242176e-07,8.183357766434212e-12,0.0,True,log,7e+21,3e+20,71.0,Colleoni,Glac,T
output71Cp37_Lambeck_Glac_Wael_S,363,-74.45097477903597,39.56297275309177,12.147481738974577,6.190695259547357e-07,6.1269765556131994e-12,0.0,True,log,7e+21,3e+20,71.0,Lambeck,Glac,S
output96Cp53_Colleoni_Glac_Wael_T,364,-74.46806249901792,33.46176667344495,12.164569458956521,6.08580907744616e-07,1.8585702549566505e-11,0.0,True,log,3e+21,5e+20,96.0,Colleoni,Glac,T
output96Cp410_L6G_Glac_Wael_S,365,-74.49062805026487,46.27398535620662,12.187135010203477,5.950017310955188e-07,1.6321599703810822e-12,0.0,True,log,1e+22,4e+20,96.0,L6G,Glac,S
output96Cp420_L6G-32_Glac_Wael_S,366,-74.53898829075371,40.31140182844217,12.23549525069231,5.669119918343113e-07,2.413754460737323e-12,0.0,True,log,2e+22,4e+20,96.0,L6G-32,Glac,S
output96Cp53_Colleoni_Glac_Wael_S,367,-74.57973916635034,34.44214845378859,12.276246126288939,5.442742189813048e-07,6.804905173352959e-12,0.0,True,log,3e+21,5e+20,96.0,Colleoni,Glac,S
output96Cp33_Colleoni_Glac_Wael_S,368,-74.69086820653592,33.60413545005476,12.387375166474527,4.87029238211133e-07,8.088074003847226e-12,0.0,True,log,3e+21,3e+20,96.0,Colleoni,Glac,S
output96Cp420_L6G_Glac_Wael_S,369,-74.76078414153854,36.694958834606425,12.45729110147714,4.5414122759784344e-07,7.117543895130127e-12,0.0,True,log,2e+22,4e+20,96.0,L6G,Glac,S
output96Cp340_Lambeck_Glac_Wael_T,370,-74.83687371779216,42.124405728453084,12.533380677730761,4.2086774835985217e-07,3.3132290818898913e-12,0.0,True,log,4e+22,3e+20,96.0,Lambeck,Glac,T
output71Cp310_Lambeck_Glac_Wael_S,371,-74.83836106444375,39.371553766739716,12.534868024382348,4.2024223741466146e-07,9.523370093489218e-12,0.0,True,log,1e+22,3e+20,71.0,Lambeck,Glac,S
output71Cp315_Colleoni_Glac_Wael_T,372,-74.89847262291694,33.545822064944566,12.594979582855544,3.9572508576220055e-07,1.536876671813313e-12,0.0,True,log,1.5e+22,3e+20,71.0,Colleoni,Glac,T
output71Cp35_Colleoni_Glac_Wael_T,373,-74.90032308203682,32.851223883091734,12.596830041975423,3.9499348977134915e-07,1.4539801347971654e-11,0.0,True,log,5e+21,3e+20,71.0,Colleoni,Glac,T
output96Cp520_Lambeck_Glac_Wael_T,374,-74.99494485249141,39.33928580214564,12.691451812430017,3.5933227327229766e-07,1.5719302223808972e-11,0.0,True,log,2e+22,5e+20,96.0,Lambeck,Glac,T
output96Cp340_L6G-47_Glac_Wael_S,375,-75.06849507561967,34.84176412168302,12.765002035558268,3.338518359420176e-07,1.2266064755411911e-11,0.0,True,log,4e+22,3e+20,96.0,L6G-47,Glac,S
output96Cp540_L6G-47_Glac_Wael_T,376,-75.16510861570285,39.2458455948088,12.861615575641451,3.0310635469266043e-07,1.5374049526642097e-11,0.0,True,log,4e+22,5e+20,96.0,L6G-47,Glac,T
output71Cp43_Colleoni_Glac_Wael_T,377,-75.1918281392665,38.28905572443931,12.888335099205108,2.9511473884110566e-07,5.899602960037095e-12,0.0,True,log,3e+21,4e+20,71.0,Colleoni,Glac,T
output96Cp35_Colleoni_Glac_Wael_T,378,-75.30824855234701,31.72312249981389,13.004755512285612,2.6268190484163565e-07,4.577994092824312e-12,0.0,True,log,5e+21,3e+20,96.0,Colleoni,Glac,T
output96Cp47_Colleoni_Glac_Wael_T,379,-75.42893750276502,37.55593499039247,13.125444462703626,2.3281749478312564e-07,6.516227011288948e-13,0.0,True,log,7e+21,4e+20,96.0,Colleoni,Glac,T
output71Cp35_Colleoni_Glac_Wael_S,380,-75.49406580056205,34.53541944947851,13.190572760500658,2.1813771088319352e-07,1.1157618190459717e-11,0.0,True,log,5e+21,3e+20,71.0,Colleoni,Glac,S
output71Cp540_Lambeck_Glac_Wael_S,381,-75.50364242437452,40.3861482537946,13.200149384313121,2.1605865912440124e-07,5.132217127213977e-12,0.0,True,log,4e+22,5e+20,71.0,Lambeck,Glac,S
output71Cp330_Lambeck_Glac_Wael_S,382,-75.765264515487,42.452822913872936,13.461771475425607,1.6632236278767046e-07,4.5738018932253924e-12,0.0,True,log,3e+22,3e+20,71.0,Lambeck,Glac,S
output96Cp57_Colleoni_Glac_Wael_T,383,-75.78386097334716,29.933377612781165,13.480367933285763,1.632579380131881e-07,6.748061770209379e-12,0.0,True,log,7e+21,5e+20,96.0,Colleoni,Glac,T
output71Cp310_Colleoni_Glac_Wael_T,384,-75.81989468015706,36.08592082969376,13.516401640095665,1.5747987700470168e-07,8.268622878726029e-12,0.0,True,log,1e+22,3e+20,71.0,Colleoni,Glac,T
output96Cp310_Lambeck_Glac_Wael_S,385,-75.88366087552001,33.9940473399676,13.58016783545861,1.477514528926377e-07,1.4554012201834196e-11,0.0,True,log,1e+22,3e+20,96.0,Lambeck,Glac,S
output96Cp45_Colleoni_Glac_Wael_T,386,-75.94252789864412,34.25449243069498,13.639034858582718,1.3930481788259143e-07,1.523613318910672e-11,0.0,True,log,5e+21,4e+20,96.0,Colleoni,Glac,T
output71Cp55_Colleoni_Glac_Wael_T,387,-76.0541590798787,42.93996831120581,13.750666039817304,1.2459061535415547e-07,1.2342585462406281e-12,0.0,True,log,5e+21,5e+20,71.0,Colleoni,Glac,T
output71Cp53_Colleoni_Glac_Wael_T,388,-76.24166738711135,40.58015782781355,13.938174347049952,1.0328838993637716e-07,1.7495658981199854e-11,0.0,True,log,3e+21,5e+20,71.0,Colleoni,Glac,T
output71Cp515_L6G-47_Glac_Wael_S,389,-76.35806717972847,40.464615633976216,14.054574139667068,9.193898821543925e-08,6.800435961920893e-13,0.0,True,log,1.5e+22,5e+20,71.0,L6G-47,Glac,S
output96Cp415_L6G-47_Glac_Wael_S,390,-76.36878730551176,46.92799111135973,14.065294265450362,9.095865473489931e-08,1.5468952708809302e-12,0.0,True,log,1.5e+22,4e+20,96.0,L6G-47,Glac,S
output71Cp340_L6G-47_Glac_Wael_S,391,-76.56914068802966,43.59080663514789,14.265647647968265,7.444433591438073e-08,7.633326746481529e-12,0.0,True,log,4e+22,3e+20,71.0,L6G-47,Glac,S
output71Cp47_Colleoni_Glac_Wael_T,392,-76.72538465260519,39.99020726495694,14.421891612543789,6.367599917939077e-08,1.1039739162747867e-11,0.0,True,log,7e+21,4e+20,71.0,Colleoni,Glac,T
output71Cp410_Colleoni_Glac_Wael_T,393,-76.81424073319009,35.21147115130835,14.510747693128693,5.8262090434804364e-08,6.297506756080042e-12,0.0,True,log,1e+22,4e+20,71.0,Colleoni,Glac,T
output71Cp320_Lambeck_Glac_Wael_S,394,-76.90699378979988,40.34668607262663,14.603500749738487,5.310114947678489e-08,1.9774113274514694e-12,0.0,True,log,2e+22,3e+20,71.0,Lambeck,Glac,S
output96Cp330_Lambeck_Glac_Wael_S,395,-76.97384137088788,40.564044003554635,14.670348330826485,4.966750986709457e-08,6.520688160375321e-12,0.0,True,log,3e+22,3e+20,96.0,Lambeck,Glac,S
output96Cp330_L6G_Glac_Wael_S,396,-76.98472722029497,39.09500250197577,14.681234180233574,4.9129769027404335e-08,6.567512912779078e-12,0.0,True,log,3e+22,3e+20,96.0,L6G,Glac,S
output71Cp520_L6G-32_Glac_Wael_S,397,-77.00224245120555,54.20918163071569,14.69874941114415,4.82767420681554e-08,1.177415624021273e-12,0.0,True,log,2e+22,5e+20,71.0,L6G-32,Glac,S
output96Cp37_Colleoni_Glac_Wael_T,398,-77.2466779817623,32.161473293072305,14.943184941700906,3.780776041160555e-08,1.5719302223808972e-11,0.0,True,log,7e+21,3e+20,96.0,Colleoni,Glac,T
output71Cp340_Lambeck_Glac_Wael_S,399,-77.2644363311468,43.21925168667896,14.9609432910854,3.714228336828669e-08,1.7651978376640407e-11,0.0,True,log,4e+22,3e+20,71.0,Lambeck,Glac,S
output71Cp415_Colleoni_Glac_Wael_T,400,-77.573705859338,34.44112031681443,15.270212819276608,2.7261801389531913e-08,1.3360300483703859e-11,0.0,True,log,1.5e+22,4e+20,71.0,Colleoni,Glac,T
output96Cp410_Colleoni_Glac_Wael_T,401,-77.57388463644367,32.561580750300294,15.270391596382268,2.7256928039219194e-08,1.0731292594211603e-11,0.0,True,log,1e+22,4e+20,96.0,Colleoni,Glac,T
output71Cp315_Lambeck_Glac_Wael_S,402,-77.60725292768367,44.24004498368119,15.303759887622277,2.636241805815437e-08,1.4497168786394057e-11,0.0,True,log,1.5e+22,3e+20,71.0,Lambeck,Glac,S
output71Cp57_Colleoni_Glac_Wael_T,403,-77.7536782413377,40.40134152212995,15.450185201276298,2.2771599507446402e-08,5.402223243153087e-12,0.0,True,log,7e+21,5e+20,71.0,Colleoni,Glac,T
output96Cp340_Lambeck_Glac_Wael_S,404,-77.80223660709869,39.46797037847672,15.498743567037295,2.1692265275978943e-08,8.979165492974486e-12,0.0,True,log,4e+22,3e+20,96.0,Lambeck,Glac,S
output71Cp430_Lambeck_Glac_Wael_S,405,-77.88731938229408,46.985345682462565,15.583826342232683,1.9922962937081718e-08,4.147476537118838e-12,0.0,True,log,3e+22,4e+20,71.0,Lambeck,Glac,S
output71Cp415_L6G-47_Glac_Wael_S,406,-77.9196125025815,47.75728084326771,15.616119462520103,1.9289865659342033e-08,1.3658728411959158e-11,0.0,True,log,1.5e+22,4e+20,71.0,L6G-47,Glac,S
output96Cp45_Colleoni_Glac_Wael_S,407,-77.9426894524021,32.7226308340773,15.63919641234071,1.8849811480481887e-08,7.880967392884929e-12,0.0,True,log,5e+21,4e+20,96.0,Colleoni,Glac,S
output96Cp310_Colleoni_Glac_Wael_T,408,-78.08831965492806,39.40352115843895,15.78482661486666,1.6295234616983365e-08,1.0779406361741483e-12,0.0,True,log,1e+22,3e+20,96.0,Colleoni,Glac,T
output96Cp320_Lambeck_Glac_Wael_S,409,-78.12715717203113,42.800531468625785,15.823664131969736,1.5674500079877625e-08,1.0404442972930368e-11,0.0,True,log,2e+22,3e+20,96.0,Lambeck,Glac,S
output71Cp440_L6G-47_Glac_Wael_S,410,-78.17725871003418,41.857221704569724,15.873765669972784,1.4908531830909424e-08,1.5002953387196519e-12,0.0,True,log,4e+22,4e+20,71.0,L6G-47,Glac,S
output71Cp530_L6G_Glac_Wael_S,411,-78.34853993092344,46.21205581007979,16.04504689086204,1.2561699146908334e-08,1.6017730157779407e-11,0.0,True,log,3e+22,5e+20,71.0,L6G,Glac,S
output71Cp320_Colleoni_Glac_Wael_T,412,-78.35650700059294,43.21039212037721,16.053013960531544,1.2462016829889956e-08,1.5459314650378297e-11,0.0,True,log,2e+22,3e+20,71.0,Colleoni,Glac,T
output96Cp320_Colleoni_Glac_Wael_T,413,-78.5284368646547,47.106179912425475,16.224943824593296,1.0493494571722793e-08,9.836008854846668e-12,0.0,True,log,2e+22,3e+20,96.0,Colleoni,Glac,T
output71Cp33_Colleoni_Glac_Wael_S,414,-78.65829341749692,46.1837433525611,16.354800377435524,9.21561149628401e-09,1.1252901961689524e-11,0.0,True,log,3e+21,3e+20,71.0,Colleoni,Glac,S
output71Cp330_Colleoni_Glac_Wael_T,415,-78.75495118378733,34.01016813111746,16.45145814372593,8.366546387945225e-09,1.1531863433079761e-12,0.0,True,log,3e+22,3e+20,71.0,Colleoni,Glac,T
output96Cp35_Colleoni_Glac_Wael_S,416,-78.79516655496761,43.63596108760175,16.49167351490621,8.036758339179463e-09,5.7675131147488716e-12,0.0,True,log,5e+21,3e+20,96.0,Colleoni,Glac,S
output96Cp315_Colleoni_Glac_Wael_T,417,-79.03122940391395,39.588143962273236,16.727736363852557,6.346877510254425e-09,1.5250344043045387e-11,0.0,True,log,1.5e+22,3e+20,96.0,Colleoni,Glac,T
output71Cp340_Colleoni_Glac_Wael_T,418,-79.24897675700397,43.03070309647387,16.945483716942576,5.104975274450977e-09,1.4251392069198817e-11,0.0,True,log,4e+22,3e+20,71.0,Colleoni,Glac,T
output96Cp340_Colleoni_Glac_Wael_T,419,-79.2847488076453,37.407068120814166,16.981255767583903,4.925587503524101e-09,3.753765128322341e-12,0.0,True,log,4e+22,3e+20,96.0,Colleoni,Glac,T
output96Cp415_Colleoni_Glac_Wael_T,420,-79.44232567909965,40.215566828661174,17.138832639038256,4.207491749219193e-09,3.162964228225995e-12,0.0,True,log,1.5e+22,4e+20,96.0,Colleoni,Glac,T
output71Cp420_Colleoni_Glac_Wael_T,421,-79.64546461807416,32.547396353957126,17.34197157801276,3.434006815333426e-09,1.2887150110852973e-11,0.0,True,log,2e+22,4e+20,71.0,Colleoni,Glac,T
output71Cp43_Colleoni_Glac_Wael_S,422,-80.01311965285039,43.75034059984511,17.709626612788995,2.377555151324139e-09,1.3697168771354964e-11,0.0,True,log,3e+21,4e+20,71.0,Colleoni,Glac,S
output96Cp515_Colleoni_Glac_Wael_T,423,-80.10660305704303,31.01479524343609,17.803110016981634,2.1653658005340864e-09,9.277593396509061e-12,0.0,True,log,1.5e+22,5e+20,96.0,Colleoni,Glac,T
output96Cp37_Colleoni_Glac_Wael_S,424,-80.20682049341403,41.04101958673259,17.90332745335263,1.9588780224196448e-09,4.862211025007791e-12,0.0,True,log,7e+21,3e+20,96.0,Colleoni,Glac,S
output96Cp55_Lambeck_Glac_Wael_S,425,-80.29168207923956,49.245075861904596,17.988189039178167,1.7995025866649103e-09,7.718591856398205e-12,0.0,True,log,5e+21,5e+20,96.0,Lambeck,Glac,S
output96Cp420_Colleoni_Glac_Wael_T,426,-80.33449010725762,38.12009812666458,18.030997067196225,1.7240949703824616e-09,5.586964276734428e-12,0.0,True,log,2e+22,4e+20,96.0,Colleoni,Glac,T
output71Cp510_Colleoni_Glac_Wael_T,427,-80.38059665484593,38.93247684879454,18.077103614784534,1.6464076134108838e-09,9.295996450655958e-12,0.0,True,log,1e+22,5e+20,71.0,Colleoni,Glac,T
output71Cp520_Colleoni_Glac_Wael_T,428,-80.58879661445202,32.342442583492605,18.285303574390625,1.3369564848861858e-09,1.542087429042099e-11,0.0,True,log,2e+22,5e+20,71.0,Colleoni,Glac,T
output71Cp430_Colleoni_Glac_Wael_T,429,-80.59700369836757,36.7315150983736,18.293510658306175,1.3260288740696754e-09,1.3640325356357128e-11,0.0,True,log,3e+22,4e+20,71.0,Colleoni,Glac,T
output96Cp510_Colleoni_Glac_Wael_T,430,-80.73972579038725,37.90533398579822,18.436232750325857,1.1496603774747464e-09,5.0043194980051776e-12,0.0,True,log,1e+22,5e+20,96.0,Colleoni,Glac,T
output96Cp440_Colleoni_Glac_Wael_T,431,-81.01318682860838,44.809784792529626,18.709693788546986,8.745949068742238e-10,5.028548993069459e-12,0.0,True,log,4e+22,4e+20,96.0,Colleoni,Glac,T
output96Cp410_Colleoni_Glac_Wael_S,432,-81.02218471842006,33.558369223774484,18.718691678358667,8.667606968075739e-10,3.540602511234836e-12,0.0,True,log,1e+22,4e+20,96.0,Colleoni,Glac,S
output96Cp430_Colleoni_Glac_Wael_T,433,-81.30517016952864,34.8044017177471,19.00167712946724,6.531308386443949e-10,8.95493598951105e-12,0.0,True,log,3e+22,4e+20,96.0,Colleoni,Glac,T
output96Cp55_Colleoni_Glac_Wael_S,434,-81.40069692336897,34.17313011362279,19.09720388330757,5.936267297987304e-10,1.1025528309515044e-11,0.0,True,log,5e+21,5e+20,96.0,Colleoni,Glac,S
output96Cp47_Colleoni_Glac_Wael_S,435,-81.40982107561962,33.732479894988806,19.10632803555822,5.882350239136957e-10,3.749572929963084e-12,0.0,True,log,7e+21,4e+20,96.0,Colleoni,Glac,S
output71Cp515_Colleoni_Glac_Wael_T,436,-81.41925698369087,33.8292083036886,19.115763943629474,5.827105972842294e-10,5.739091416220698e-12,0.0,True,log,1.5e+22,5e+20,71.0,Colleoni,Glac,T
output71Cp45_Colleoni_Glac_Wael_S,437,-81.43384670745743,31.0530550950847,19.130353667396037,5.742707280233746e-10,2.1337302589116442e-12,0.0,True,log,5e+21,4e+20,71.0,Colleoni,Glac,S
output71Cp540_Colleoni_Glac_Wael_T,438,-81.80171669921006,38.51826269655214,19.498223659148664,3.975143145859241e-10,8.069670950571063e-12,0.0,True,log,4e+22,5e+20,71.0,Colleoni,Glac,T
output71Cp55_Colleoni_Glac_Wael_S,439,-81.9713232471664,35.70286346980294,19.667830207105,3.355008188273149e-10,1.0873401125900413e-11,0.0,True,log,5e+21,5e+20,71.0,Colleoni,Glac,S
output71Cp440_Colleoni_Glac_Wael_T,440,-82.5850760141675,34.21903471684059,20.2815829741061,1.816118341422389e-10,5.501699183663725e-12,0.0,True,log,4e+22,4e+20,71.0,Colleoni,Glac,T
output71Cp53_Colleoni_Glac_Wael_S,441,-82.82063615507924,35.79780118809854,20.517143115017845,1.4349662117644518e-10,2.484808583894766e-12,0.0,True,log,3e+21,5e+20,71.0,Colleoni,Glac,S
output96Cp310_Colleoni_Glac_Wael_S,442,-82.86284284213119,41.54538953051025,20.55934980206979,1.3756613758233943e-10,1.1242883310120765e-11,0.0,True,log,1e+22,3e+20,96.0,Colleoni,Glac,S
output96Cp440_Colleoni_Glac_Wael_S,443,-83.17052759247053,38.90250518520001,20.867034552409137,1.0113133834389763e-10,7.960176336633118e-12,0.0,True,log,4e+22,4e+20,96.0,Colleoni,Glac,S
output71Cp37_Colleoni_Glac_Wael_S,444,-83.4575668996736,53.60824078007019,21.154073859612197,7.589727221195927e-11,1.0262334442676998e-11,0.0,True,log,7e+21,3e+20,71.0,Colleoni,Glac,S
output96Cp540_Colleoni_Glac_Wael_T,445,-83.56317788367173,39.035337005980914,21.25968484361033,6.829043825576435e-11,1.0252900243300388e-12,0.0,True,log,4e+22,5e+20,96.0,Colleoni,Glac,T
output71Cp530_Colleoni_Glac_Wael_T,446,-83.63633479688393,34.27121622059119,21.332841756822532,6.34728875692562e-11,1.5388260380594626e-11,0.0,True,log,3e+22,5e+20,71.0,Colleoni,Glac,T
output96Cp315_Colleoni_Glac_Wael_S,447,-83.64021040485189,41.863574877049025,21.336717364790488,6.32273676172988e-11,9.040201104429297e-12,0.0,True,log,1.5e+22,3e+20,96.0,Colleoni,Glac,S
output96Cp320_Colleoni_Glac_Wael_S,448,-83.67079170493498,41.30689239103022,21.367298664873587,6.132305904009694e-11,1.3388722191116865e-11,0.0,True,log,2e+22,3e+20,96.0,Colleoni,Glac,S
output71Cp310_Colleoni_Glac_Wael_S,449,-83.70368840384431,38.81556197925338,21.400195363782913,5.933855363396316e-11,1.1181847695283346e-11,0.0,True,log,1e+22,3e+20,71.0,Colleoni,Glac,S
output96Cp520_Colleoni_Glac_Wael_T,450,-83.8431261855106,34.214888034472054,21.5396331454492,5.161547128657183e-11,1.1669208910317782e-11,0.0,True,log,2e+22,5e+20,96.0,Colleoni,Glac,T
output96Cp330_Colleoni_Glac_Wael_T,451,-84.26139434917661,42.79820125990506,21.957901309115215,3.397256526816379e-11,3.114277360691239e-12,0.0,True,log,3e+22,3e+20,96.0,Colleoni,Glac,T
output96Cp57_Colleoni_Glac_Wael_S,452,-84.9057332043661,36.44194225410134,22.602240164304703,1.783592068458329e-11,1.1181847695283346e-11,0.0,True,log,7e+21,5e+20,96.0,Colleoni,Glac,S
output96Cp530_Colleoni_Glac_Wael_T,453,-85.28715419264284,42.00482440559085,22.983661152581448,1.2179977945305663e-11,1.1764492682370668e-11,0.0,True,log,3e+22,5e+20,96.0,Colleoni,Glac,T
output96Cp415_Colleoni_Glac_Wael_S,454,-85.42416125650443,42.97169998876916,23.120668216443036,1.062050310122487e-11,7.604905043267531e-12,0.0,True,log,1.5e+22,4e+20,96.0,Colleoni,Glac,S
output71Cp47_Colleoni_Glac_Wael_S,455,-86.10280486598229,43.002499890385515,23.799311825920896,5.3878303866119476e-12,1.4141897440516209e-11,0.0,True,log,7e+21,4e+20,71.0,Colleoni,Glac,S
output71Cp340_Colleoni_Glac_Wael_S,456,-86.1893633522897,42.59422079388741,23.885870312228306,4.941081784303585e-12,5.355398497416325e-12,0.0,True,log,4e+22,3e+20,71.0,Colleoni,Glac,S
output71Cp315_Colleoni_Glac_Wael_S,457,-86.29742149760955,43.97913245810733,23.99392845754815,4.434993484199841e-12,4.242594685847725e-13,0.0,True,log,1.5e+22,3e+20,71.0,Colleoni,Glac,S
output96Cp420_Colleoni_Glac_Wael_S,458,-86.53661315848679,39.58589016968502,24.23312011842539,3.491510622563045e-12,2.9721690084727364e-12,0.0,True,log,2e+22,4e+20,96.0,Colleoni,Glac,S
output71Cp510_Colleoni_Glac_Wael_S,459,-86.53820283261174,33.68658876839396,24.234709792550348,3.4859646677672596e-12,1.8902533543991406e-11,0.0,True,log,1e+22,5e+20,71.0,Colleoni,Glac,S
output71Cp330_Colleoni_Glac_Wael_S,460,-86.97336055320923,44.33240839791081,24.669867513147835,2.255985916620288e-12,7.913351579784731e-12,0.0,True,log,3e+22,3e+20,71.0,Colleoni,Glac,S
output71Cp415_Colleoni_Glac_Wael_S,461,-87.00394343396688,33.94680691404224,24.700450393905484,2.188035720848899e-12,1.1707649268749894e-11,0.0,True,log,1.5e+22,4e+20,71.0,Colleoni,Glac,S
output71Cp410_Colleoni_Glac_Wael_S,462,-87.0066187400353,36.33498413756784,24.703125699973896,2.182189878801924e-12,1.515086806550533e-11,0.0,True,log,1e+22,4e+20,71.0,Colleoni,Glac,S
output71Cp320_Colleoni_Glac_Wael_S,463,-87.18022952956444,38.43746148583078,24.876736489503045,1.8344012144955436e-12,3.3700724361129023e-12,0.0,True,log,2e+22,3e+20,71.0,Colleoni,Glac,S
output71Cp430_Colleoni_Glac_Wael_S,464,-87.34799242466205,41.47190569723118,25.044499384600655,1.551085827481213e-12,1.3754012186384732e-11,0.0,True,log,3e+22,4e+20,71.0,Colleoni,Glac,S
output96Cp510_Colleoni_Glac_Wael_S,465,-87.37986097650169,41.89026054113297,25.076367936440292,1.5024343125326088e-12,5.568561227388727e-12,0.0,True,log,1e+22,5e+20,96.0,Colleoni,Glac,S
output96Cp340_Colleoni_Glac_Wael_S,466,-87.41538947631392,42.319364525175374,25.111896436252522,1.4499921866181227e-12,2.427965284664494e-12,0.0,True,log,4e+22,3e+20,96.0,Colleoni,Glac,S
output96Cp330_Colleoni_Glac_Wael_S,467,-87.76100585671783,47.568744867414246,25.457512816656433,1.0262812043141627e-12,7.491218230883242e-12,0.0,True,log,3e+22,3e+20,96.0,Colleoni,Glac,S
output71Cp57_Colleoni_Glac_Wael_S,468,-87.86408111976829,40.96710979927616,25.56058807970689,9.257662781729655e-13,9.149695723202357e-12,0.0,True,log,7e+21,5e+20,71.0,Colleoni,Glac,S
output96Cp515_Colleoni_Glac_Wael_S,469,-88.04176573618547,41.48653754594493,25.73827269612407,7.750574742989278e-13,8.027038394782009e-12,0.0,True,log,1.5e+22,5e+20,96.0,Colleoni,Glac,S
output96Cp430_Colleoni_Glac_Wael_S,470,-88.0655829528988,47.792150703921436,25.762089912837396,7.568158570471374e-13,9.196520482423458e-12,0.0,True,log,3e+22,4e+20,96.0,Colleoni,Glac,S
output71Cp420_Colleoni_Glac_Wael_S,471,-88.31003410809271,43.72970104288615,26.00654106803131,5.926884106284237e-13,2.1531789791363323e-13,0.0,True,log,2e+22,4e+20,71.0,Colleoni,Glac,S
output96Cp520_Colleoni_Glac_Wael_S,472,-88.31354621857587,43.24380891121035,26.010053178514468,5.906104745546909e-13,8.642297237068417e-12,0.0,True,log,2e+22,5e+20,96.0,Colleoni,Glac,S
output71Cp520_Colleoni_Glac_Wael_S,473,-88.95374520092737,39.834507013443684,26.650252160865975,3.113624669928261e-13,3.3658802386643863e-12,0.0,True,log,2e+22,5e+20,71.0,Colleoni,Glac,S
output71Cp515_Colleoni_Glac_Wael_S,474,-89.58563544100737,33.507282901153474,27.282142400945972,1.655159363237586e-13,8.083881802520333e-12,0.0,True,log,1.5e+22,5e+20,71.0,Colleoni,Glac,S
output71Cp440_Colleoni_Glac_Wael_S,475,-90.23103357578528,37.68125476953838,27.927540535723878,8.680544476354066e-14,7.671767100151736e-12,0.0,True,log,4e+22,4e+20,71.0,Colleoni,Glac,S
output71Cp540_Colleoni_Glac_Wael_S,476,-90.67205230837367,41.4022461969617,28.368559268312268,5.584894384661104e-14,9.074125932037874e-13,0.0,True,log,4e+22,5e+20,71.0,Colleoni,Glac,S
output96Cp530_Colleoni_Glac_Wael_S,477,-90.6875202882654,37.71329575258949,28.384027248204006,5.499172035550702e-14,1.721616896596357e-12,0.0,True,log,3e+22,5e+20,96.0,Colleoni,Glac,S
output96Cp540_Colleoni_Glac_Wael_S,478,-91.94604999701815,44.731383403887875,29.642556956956753,1.5621574290189004e-14,1.3441373404121998e-11,0.0,True,log,4e+22,5e+20,96.0,Colleoni,Glac,S
output71Cp530_Colleoni_Glac_Wael_S,479,-92.93858821920355,45.01832599641096,30.635095179142155,5.78989816861368e-15,7.955984135332604e-12,0.0,True,log,3e+22,5e+20,71.0,Colleoni,Glac,S
