,lat,lon,rsl,rsl_er_max,rsl_er_min,age,age_er_max,age_er_min,rsl_er,age_er
3346,54.93,-4.45,5.49,0.21,0.21,6571.0,213.0,221.0,0.21,217.0
3349,53.74,-2.93,-2.33,0.21,0.21,6575.0,205.0,176.0,0.21,190.5
3356,55.26,-4.82,6.07,0.21,0.21,6610.0,168.0,164.0,0.21,166.0
3360,54.63,-1.21,-2.45,0.22,0.22,6637.0,240.0,225.0,0.22,232.5
3367,55.44,-1.59,-2.23,0.5,0.5,6665.0,83.0,118.0,0.5,100.5
3369,53.66,-0.71,-8.98,0.4,0.4,6691.0,152.0,160.0,0.4,156.0
3374,54.93,-3.21,0.43,0.3,0.3,6714.0,537.0,432.0,0.3,484.5
3375,53.58,-0.08,-11.05,0.21,0.21,6721.0,131.0,88.0,0.21,109.5
3379,55.02,-3.63,2.34,0.21,0.21,6736.0,186.0,183.0,0.21,184.5
3384,53.28,-2.78,-2.84,0.21,0.21,6766.0,115.0,95.0,0.21,105.0
3386,53.75,-2.94,-3.38,0.21,0.21,6774.0,121.0,112.0,0.21,116.5
3388,53.31,-3.53,-2.74,0.34,0.34,6781.0,467.0,431.0,0.34,449.0
3389,53.74,-2.93,-2.28,0.21,0.21,6787.0,213.0,226.0,0.21,219.5
3396,54.67,-1.19,-3.41,0.25,0.25,6823.0,337.0,287.0,0.25,312.0
3397,55.44,-1.59,-2.76,0.28,0.28,6824.0,104.0,89.0,0.28,96.5
3398,53.68,-0.53,-8.96,0.21,0.21,6825.0,123.0,147.0,0.21,135.0
3401,54.38,-4.5,1.43,0.5,0.5,6830.0,122.0,152.0,0.5,137.0
3402,54.23,-3.02,-1.33,0.21,0.21,6832.0,170.0,169.0,0.21,169.5
3403,53.68,-0.53,-8.66,0.21,0.21,6841.0,139.0,162.0,0.21,150.5
3404,53.57,-3.17,-1.99,0.21,0.21,6841.0,437.0,442.0,0.21,439.5
3409,54.36,-3.41,0.49,0.26,0.26,6875.0,106.0,120.0,0.26,113.0
3410,53.75,-2.94,-3.8,0.21,0.21,6878.0,278.0,205.0,0.21,241.5
3411,54.23,-3.02,-1.42,0.21,0.21,6880.0,275.0,202.0,0.21,238.5
3415,53.57,-3.03,-3.27,0.21,0.21,6906.0,250.0,166.0,0.21,208.0
3416,53.6,-0.14,-9.68,0.21,0.21,6907.0,249.0,167.0,0.21,208.0
3417,53.57,-3.17,-2.21,0.21,0.21,6910.0,250.0,180.0,0.21,215.0
3418,54.68,-1.2,-4.68,0.25,0.25,6912.0,250.0,233.0,0.25,241.5
3422,54.98,-3.37,3.44,0.21,0.21,6958.0,455.0,452.0,0.21,453.5
3424,54.38,-4.5,1.57,0.5,0.5,6964.0,195.0,169.0,0.5,182.0
3428,54.94,-4.42,4.66,0.21,0.21,6980.0,186.0,190.0,0.21,188.0
3430,53.15,0.32,-9.34,0.21,0.21,7001.0,165.0,201.0,0.21,183.0
3433,53.6,-0.14,-9.57,0.21,0.21,7030.0,213.0,230.0,0.21,221.5
3434,53.62,0.06,-10.03,0.21,0.21,7039.0,200.0,232.0,0.21,216.0
3436,54.57,-1.28,-5.62,0.21,0.21,7061.0,188.0,174.0,0.21,181.0
3437,54.59,-1.3,-4.54,0.21,0.21,7061.0,188.0,174.0,0.21,181.0
3439,55.26,-4.82,6.38,0.21,0.21,7064.0,210.0,272.0,0.21,241.0
3442,54.38,-4.5,0.97,0.5,0.5,7072.0,174.0,158.0,0.5,166.0
3444,54.67,-1.19,-3.26,0.25,0.25,7074.0,213.0,277.0,0.25,245.0
3445,55.39,-1.62,-1.72,0.22,0.22,7080.0,161.0,132.0,0.22,146.5
3448,53.57,-3.17,-2.49,0.21,0.21,7103.0,305.0,300.0,0.21,302.5
3449,54.94,-4.42,2.53,0.41,0.41,7107.0,469.0,541.0,0.41,505.0
3452,54.31,-3.41,-1.15,0.35,0.35,7128.0,192.0,223.0,0.35,207.5
3455,53.74,-2.93,-2.67,0.21,0.21,7145.0,275.0,259.0,0.21,267.0
3457,53.62,-0.17,-9.86,0.21,0.21,7158.0,251.0,218.0,0.21,234.5
3459,53.74,-2.93,-2.87,0.22,0.22,7178.0,96.0,178.0,0.22,137.0
3465,53.74,-2.93,-3.29,0.21,0.21,7210.0,207.0,209.0,0.21,208.0
3466,55.44,-1.59,-3.14,0.28,0.28,7211.0,64.0,183.0,0.28,123.5
3467,55.69,-1.94,1.49,0.21,0.21,7211.0,201.0,206.0,0.21,203.5
3468,55.26,-4.82,6.85,0.21,0.21,7214.0,93.0,185.0,0.21,139.0
3469,55.44,-1.59,-3.07,0.28,0.28,7219.0,99.0,190.0,0.28,144.5
3474,53.31,-3.76,-3.47,0.21,0.21,7254.0,206.0,289.0,0.21,247.5
3476,54.59,-1.3,-6.08,0.22,0.22,7279.0,156.0,268.0,0.22,212.0
3479,53.56,-3.01,-3.66,0.22,0.22,7297.0,627.0,639.0,0.22,633.0
3484,54.98,-3.38,3.24,0.23,0.23,7337.0,585.0,603.0,0.23,594.0
3485,53.29,-2.79,-5.85,0.51,0.51,7346.0,79.0,84.0,0.51,81.5
3487,53.41,-3.14,-3.46,0.21,0.21,7350.0,89.0,165.0,0.21,127.0
3491,54.93,-4.45,4.86,0.21,0.21,7378.0,182.0,126.0,0.21,154.0
3492,53.47,0.05,-10.26,0.21,0.21,7388.0,98.0,112.0,0.21,105.0
3494,54.74,-3.45,-0.11,0.21,0.21,7401.0,171.0,148.0,0.21,159.5
3495,53.47,0.05,-10.49,0.21,0.21,7401.0,105.0,114.0,0.21,109.5
3496,55.67,-1.87,0.45,0.21,0.21,7409.0,153.0,139.0,0.21,146.0
3500,54.38,-4.5,1.08,0.5,0.5,7417.0,143.0,142.0,0.5,142.5
3501,54.37,-3.43,-0.02,0.26,0.26,7419.0,63.0,99.0,0.26,81.0
3502,54.91,-3.11,1.36,0.21,0.21,7425.0,136.0,132.0,0.21,134.0
3503,53.62,-0.17,-10.17,0.21,0.21,7433.0,133.0,140.0,0.21,136.5
3504,54.23,-3.02,-1.27,0.21,0.21,7434.0,132.0,140.0,0.21,136.0
3506,53.81,-3.03,-4.63,0.21,0.21,7441.0,172.0,189.0,0.21,180.5
3507,55.24,-1.55,-2.14,0.21,0.21,7442.0,119.0,123.0,0.21,121.0
3508,54.94,-4.42,2.78,0.41,0.41,7444.0,212.0,197.0,0.41,204.5
3510,55.34,-1.6,-1.77,0.21,0.21,7465.0,101.0,120.0,0.21,110.5
3511,54.91,-3.11,1.37,0.21,0.21,7465.0,158.0,201.0,0.21,179.5
3516,55.44,-1.59,-3.55,0.28,0.28,7484.0,80.0,55.0,0.28,67.5
3520,54.59,-1.3,-5.31,0.21,0.21,7507.0,106.0,87.0,0.21,96.5
3524,55.39,-1.62,-1.17,0.21,0.21,7520.0,66.0,87.0,0.21,76.5
3525,53.58,-0.08,-11.68,0.21,0.21,7527.0,57.0,86.0,0.21,71.5
3526,55.0,-3.48,4.12,0.43,0.43,7527.0,190.0,220.0,0.43,205.0
3529,53.36,0.23,-12.24,0.35,0.35,7537.0,207.0,205.0,0.35,206.0
3531,54.23,-3.02,-2.54,0.22,0.22,7548.0,109.0,106.0,0.22,107.5
3532,53.39,-3.14,-5.79,0.21,0.21,7549.0,112.0,112.0,0.21,112.0
3534,55.7,-1.94,0.35,0.21,0.21,7570.0,96.0,101.0,0.21,98.5
3537,54.38,-4.5,0.14,0.5,0.5,7594.0,187.0,164.0,0.5,175.5
3539,53.57,-3.0,-4.47,0.21,0.21,7618.0,173.0,175.0,0.21,174.0
3540,53.57,-3.03,-4.18,0.21,0.21,7620.0,318.0,299.0,0.21,308.5
3543,53.28,-2.78,-5.18,0.21,0.21,7640.0,82.0,68.0,0.21,75.0
3544,55.02,-3.63,2.3,0.21,0.21,7642.0,184.0,155.0,0.21,169.5
3548,54.93,-4.4,3.16,0.21,0.21,7659.0,266.0,220.0,0.21,243.0
3549,54.74,-3.45,-0.39,0.21,0.21,7668.0,261.0,224.0,0.21,242.5
3553,53.56,-3.02,-2.88,0.06,0.06,7685.0,232.0,164.0,0.06,198.0
3554,54.93,-3.21,-0.29,0.3,0.3,7686.0,136.0,103.0,0.3,119.5
3556,54.4,-4.36,1.25,0.21,0.21,7695.0,127.0,104.0,0.21,115.5
3557,53.03,0.19,-12.84,0.21,0.21,7700.0,139.0,118.0,0.21,128.5
3561,55.33,-1.55,-1.91,0.21,0.21,7708.0,125.0,112.0,0.21,118.5
3562,55.63,-1.81,-1.47,0.23,0.23,7709.0,112.0,94.0,0.23,103.0
3563,54.36,-3.41,-1.16,0.26,0.26,7712.0,104.0,92.0,0.26,98.0
3564,53.59,0.13,-13.11,0.21,0.21,7713.0,125.0,115.0,0.21,120.0
3565,54.87,-3.19,-0.14,0.21,0.21,7718.0,211.0,147.0,0.21,179.0
3566,53.36,0.23,-12.24,0.35,0.35,7725.0,147.0,145.0,0.35,146.0
3567,55.67,-1.87,-0.11,0.21,0.21,7726.0,191.0,135.0,0.21,163.0
3569,53.75,-2.94,-4.97,0.21,0.21,7729.0,194.0,142.0,0.21,168.0
3570,53.36,0.23,-13.2,0.35,0.35,7729.0,197.0,176.0,0.35,186.5
3571,54.93,-4.4,2.8,0.21,0.21,7729.0,187.0,122.0,0.21,154.5
3573,53.56,-3.02,-3.81,0.21,0.21,7731.0,443.0,415.0,0.21,429.0
3576,53.03,0.19,-12.69,0.4,0.4,7759.0,170.0,141.0,0.4,155.5
3578,55.63,-1.81,-1.13,0.22,0.22,7764.0,153.0,89.0,0.22,121.0
3579,55.39,-1.62,-2.34,0.21,0.21,7764.0,153.0,89.0,0.21,121.0
3581,55.39,-1.62,-1.93,0.8,0.8,7774.0,147.0,94.0,0.8,120.5
3584,55.03,-3.64,1.73,0.21,0.21,7786.0,159.0,160.0,0.21,159.5
3585,55.67,-1.87,-0.03,0.21,0.21,7790.0,150.0,127.0,0.21,138.5
3586,54.93,-4.4,2.8,0.21,0.21,7794.0,128.0,100.0,0.21,114.0
3589,53.57,-3.0,-4.25,0.21,0.21,7814.0,118.0,120.0,0.21,119.0
3591,54.36,-3.41,-0.61,0.26,0.26,7815.0,114.0,113.0,0.26,113.5
3592,55.44,-1.59,-4.02,0.6,0.6,7825.0,106.0,105.0,0.6,105.5
3593,53.56,-3.01,-4.53,0.21,0.21,7843.0,153.0,167.0,0.21,160.0
3594,54.59,-1.3,-6.04,0.21,0.21,7864.0,115.0,169.0,0.21,142.0
3596,54.98,-3.37,2.07,0.21,0.21,7868.0,97.0,137.0,0.21,117.0
3597,55.34,-1.6,-1.99,0.4,0.4,7871.0,85.0,113.0,0.4,99.0
3600,54.93,-4.4,2.46,0.98,0.98,7879.0,117.0,150.0,0.98,133.5
3604,54.61,-1.22,-5.22,0.21,0.21,7894.0,76.0,99.0,0.21,87.5
3606,54.37,-3.43,-1.32,0.26,0.26,7897.0,74.0,98.0,0.26,86.0
3607,55.44,-1.59,-4.05,0.6,0.6,7900.0,70.0,64.0,0.6,67.0
3608,53.31,-3.53,-6.09,0.34,0.34,7903.0,289.0,294.0,0.34,291.5
3609,55.04,-3.65,0.73,0.21,0.21,7908.0,243.0,212.0,0.21,227.5
3612,53.36,0.23,-13.59,0.35,0.35,7919.0,145.0,150.0,0.35,147.5
3614,54.93,-4.4,2.55,0.98,0.98,7929.0,39.0,75.0,0.98,57.0
3615,55.39,-1.62,-2.01,0.21,0.21,7939.0,85.0,111.0,0.21,98.0
3618,54.93,-4.4,2.55,0.98,0.98,7945.0,51.0,80.0,0.98,65.5
3620,55.44,-1.59,-4.02,0.6,0.6,7949.0,63.0,91.0,0.6,77.0
3622,54.93,-4.4,2.42,0.98,0.98,7958.0,47.0,81.0,0.98,64.0
3624,55.34,-1.6,-3.57,0.21,0.21,7960.0,196.0,162.0,0.21,179.0
3627,55.57,-1.65,-2.44,0.21,0.21,7969.0,184.0,128.0,0.21,156.0
3629,53.92,-3.01,-2.69,0.21,0.21,7974.0,192.0,146.0,0.21,169.0
3630,55.44,-1.59,-4.52,0.6,0.6,7980.0,60.0,104.0,0.6,82.0
3631,55.44,-1.59,-4.49,0.6,0.6,7988.0,52.0,51.0,0.6,51.5
3632,55.63,-1.81,-1.65,0.22,0.22,7993.0,162.0,108.0,0.22,135.0
3634,53.36,0.23,-13.59,0.35,0.35,8018.0,155.0,159.0,0.35,157.0
3635,53.36,0.23,-13.2,0.35,0.35,8035.0,212.0,200.0,0.35,206.0
3637,55.04,-3.65,-0.41,0.21,0.21,8038.0,260.0,207.0,0.21,233.5
3638,54.93,-4.4,3.49,0.21,0.21,8039.0,273.0,244.0,0.21,258.5
3639,55.02,-3.63,1.15,0.21,0.21,8044.0,135.0,109.0,0.21,122.0
3640,55.63,-1.81,-1.9,0.23,0.23,8046.0,115.0,78.0,0.23,96.5
3641,53.36,0.23,-14.1,0.21,0.21,8051.0,116.0,90.0,0.21,103.0
3642,54.93,-4.4,2.26,0.21,0.21,8068.0,234.0,200.0,0.21,217.0
3643,54.61,-1.23,-6.3,0.21,0.21,8068.0,234.0,200.0,0.21,217.0
3645,54.97,-3.3,0.77,0.22,0.22,8082.0,237.0,209.0,0.22,223.0
3646,53.25,-4.29,-7.44,0.52,0.52,8085.0,267.0,246.0,0.52,256.5
3647,54.23,-3.02,-2.4,0.21,0.21,8090.0,192.0,137.0,0.21,164.5
3650,55.44,-1.59,-3.25,2.02,2.02,8093.0,78.0,86.0,2.02,82.0
3651,55.44,-1.59,-3.23,2.02,2.02,8107.0,77.0,86.0,2.02,81.5
3652,54.98,-3.37,1.35,0.21,0.21,8110.0,193.0,138.0,0.21,165.5
3654,55.57,-1.65,-2.78,0.21,0.21,8126.0,183.0,118.0,0.21,150.5
3658,54.93,-4.4,1.67,0.98,0.98,8154.0,166.0,136.0,0.98,151.0
3659,53.28,-2.78,-5.83,0.8,0.8,8163.0,155.0,139.0,0.8,147.0
3660,54.91,-3.14,-0.76,0.21,0.21,8167.0,146.0,137.0,0.21,141.5
3661,55.57,-1.65,-2.27,0.21,0.21,8173.0,187.0,168.0,0.21,177.5
3664,53.36,0.23,-13.82,0.21,0.21,8178.0,143.0,145.0,0.21,144.0
3665,55.03,-3.64,1.73,0.21,0.21,8179.0,195.0,181.0,0.21,188.0
3666,54.4,-4.39,-1.43,0.22,0.22,8189.0,194.0,206.0,0.22,200.0
3668,54.97,-3.31,0.58,1.01,1.01,8214.0,297.0,276.0,1.01,286.5
3669,54.93,-4.4,1.67,0.98,0.98,8238.0,102.0,178.0,0.98,140.0
3671,54.59,-1.3,-6.34,0.21,0.21,8239.0,131.0,191.0,0.21,161.0
3675,55.67,-1.87,-0.45,0.21,0.21,8249.0,132.0,200.0,0.21,166.0
3677,54.93,-4.4,1.87,0.98,0.98,8255.0,63.0,76.0,0.98,69.5
3679,54.93,-4.4,1.87,0.98,0.98,8266.0,77.0,69.0,0.98,73.0
3680,55.04,-3.64,1.01,0.21,0.21,8270.0,150.0,231.0,0.21,190.5
3681,55.26,-4.82,5.52,0.21,0.21,8272.0,112.0,101.0,0.21,106.5
3683,53.36,0.23,-13.01,0.35,0.35,8274.0,125.0,131.0,0.35,128.0
3694,54.97,-3.3,-2.07,1.01,1.01,8342.0,284.0,327.0,1.01,305.5
3695,54.93,-4.4,2.96,0.21,0.21,8344.0,727.0,660.0,0.21,693.5
3696,55.04,-3.65,-0.01,0.21,0.21,8346.0,191.0,168.0,0.21,179.5
3698,54.93,-4.4,1.6,0.98,0.98,8350.0,38.0,136.0,0.98,87.0
3706,53.75,-2.94,-6.13,0.21,0.21,8412.0,169.0,205.0,0.21,187.0
3709,55.34,-1.6,-3.2,0.21,0.21,8420.0,161.0,196.0,0.21,178.5
3710,53.32,-3.84,-8.76,0.22,0.22,8433.0,109.0,64.0,0.22,86.5
3711,55.4,-1.61,-3.96,0.21,0.21,8449.0,101.0,77.0,0.21,89.0
3713,55.02,-3.63,-1.26,0.22,0.22,8473.0,102.0,83.0,0.22,92.5
3714,53.24,-4.12,-10.12,0.23,0.23,8476.0,72.0,69.0,0.23,70.5
3717,55.03,-3.64,-0.82,0.22,0.22,8493.0,92.0,80.0,0.22,86.0
3719,54.19,-3.04,-20.39,1.1,1.1,8516.0,255.0,168.0,1.1,211.5
3720,54.27,-3.01,-4.74,0.22,0.22,8543.0,427.0,173.0,0.22,300.0
3721,55.04,-3.65,-1.42,0.21,0.21,8546.0,147.0,132.0,0.21,139.5
3726,54.98,-3.09,-2.89,0.21,0.21,8572.0,181.0,151.0,0.21,166.0
3727,53.39,-3.14,-8.97,0.21,0.21,8583.0,168.0,153.0,0.21,160.5
3728,54.96,-1.67,-5.68,0.21,0.21,8586.0,386.0,179.0,0.21,282.5
3731,53.76,-3.0,-13.45,0.21,0.21,8606.0,342.0,177.0,0.21,259.5
3732,54.93,-4.4,-0.35,0.41,0.41,8621.0,354.0,197.0,0.41,275.5
3733,54.93,-4.4,-0.65,0.98,0.98,8626.0,347.0,178.0,0.98,262.5
3734,54.97,-3.29,-0.65,0.43,0.43,8645.0,349.0,246.0,0.43,297.5
3736,54.4,-4.39,-3.86,0.21,0.21,8659.0,327.0,242.0,0.21,284.5
3737,54.93,-4.4,1.81,0.21,0.21,8661.0,319.0,235.0,0.21,277.0
3741,55.34,-1.6,-5.1,0.21,0.21,8711.0,268.0,160.0,0.21,214.0
3743,53.92,-3.01,-3.88,0.23,0.23,8716.0,279.0,234.0,0.23,256.5
3744,55.4,-1.61,-3.62,0.21,0.21,8719.0,260.0,161.0,0.21,210.5
3747,55.34,-1.6,-4.69,0.21,0.21,8745.0,235.0,152.0,0.21,193.5
3749,54.93,-4.4,-0.66,0.98,0.98,8770.0,207.0,130.0,0.98,168.5
3753,53.57,-3.02,-9.79,0.21,0.21,8818.0,210.0,254.0,0.21,232.0
3754,54.98,-3.09,-3.24,0.8,0.8,8821.0,177.0,190.0,0.8,183.5
3757,54.14,-3.04,-15.71,0.82,0.82,8850.0,221.0,249.0,0.82,235.0
3763,54.62,-1.16,-15.46,0.21,0.21,8870.0,218.0,239.0,0.21,228.5
3764,54.93,-4.4,-0.66,0.98,0.98,8871.0,122.0,146.0,0.98,134.0
3765,54.93,-4.4,-0.66,0.98,0.98,8873.0,121.0,148.0,0.98,134.5
3766,54.93,-4.4,-0.71,0.98,0.98,8874.0,121.0,149.0,0.98,135.0
3767,55.55,-4.64,5.36,0.21,0.21,8876.0,382.0,291.0,0.21,336.5
3770,54.36,-3.41,-2.75,0.26,0.26,8926.0,164.0,201.0,0.26,182.5
3771,55.6,-4.64,3.18,0.26,0.26,8978.0,267.0,320.0,0.26,293.5
3772,53.24,-4.12,-9.23,0.51,0.51,9016.0,113.0,236.0,0.51,174.5
3780,53.24,-4.12,-8.98,0.23,0.23,9085.0,165.0,77.0,0.23,121.0
3786,54.94,-4.42,-4.73,0.21,0.21,9162.0,244.0,166.0,0.21,205.0
3789,53.24,-4.12,-10.44,0.51,0.51,9194.0,200.0,163.0,0.51,181.5
3791,54.94,-4.42,-5.15,0.21,0.21,9301.0,188.0,269.0,0.21,228.5
3793,54.09,-2.84,-20.63,1.44,1.44,9309.0,218.0,280.0,1.44,249.0
3798,53.74,-3.01,-14.94,0.21,0.21,9376.0,168.0,283.0,0.21,225.5
3800,55.32,-4.83,3.54,0.24,0.24,9389.0,314.0,379.0,0.24,346.5
3802,54.93,-4.4,-2.72,0.21,0.21,9409.0,129.0,267.0,0.21,198.0
3811,53.25,-4.1,-16.67,0.5,0.5,9541.0,81.0,52.0,0.5,66.5
3812,54.93,-4.4,-4.51,0.21,0.21,9561.0,204.0,128.0,0.21,166.0
3813,53.76,-3.0,-14.01,0.21,0.21,9573.0,329.0,253.0,0.21,291.0
3815,54.91,-4.46,-1.17,0.21,0.21,9594.0,293.0,150.0,0.21,221.5
3817,53.25,-4.1,-16.37,0.21,0.21,9643.0,240.0,100.0,0.21,170.0
3819,54.18,-3.03,-21.09,1.0,1.0,9733.0,385.0,189.0,1.0,287.0
3821,54.16,-3.02,-20.03,1.13,1.13,9752.0,466.0,419.0,1.13,442.5
3824,53.34,1.74,-35.12,0.21,0.21,9801.0,346.0,246.0,0.21,296.0
3828,54.03,-2.93,-20.54,0.96,0.96,9998.0,499.0,460.0,0.96,479.5
3832,55.6,-4.64,4.9,0.22,0.22,10043.0,203.0,300.0,0.22,251.5
3838,55.55,-4.64,4.89,0.8,0.8,10249.0,904.0,726.0,0.8,815.0
3841,53.08,2.42,-41.05,0.87,0.87,10336.0,166.0,127.0,0.87,146.5
3843,54.03,-2.93,-20.87,0.85,0.85,10393.0,666.0,487.0,0.85,576.5
3844,55.86,-4.5,-1.0,0.22,0.22,10411.0,243.0,184.0,0.22,213.5
3846,55.86,-4.49,7.32,0.21,0.21,10475.0,215.0,225.0,0.21,220.0
3847,53.24,-4.12,-24.08,0.21,0.21,10490.0,162.0,199.0,0.21,180.5
3848,53.25,-4.1,-20.54,0.5,0.5,10498.0,156.0,204.0,0.5,180.0
3849,53.25,-4.1,-20.26,0.21,0.21,10513.0,142.0,213.0,0.21,177.5
3850,54.93,-4.4,-9.77,0.21,0.21,10578.0,132.0,146.0,0.21,139.0
3851,54.35,-3.41,-5.1,0.34,0.34,10580.0,170.0,277.0,0.34,223.5
3852,55.26,-4.83,3.49,0.49,0.49,10602.0,488.0,362.0,0.49,425.0
3853,54.92,-3.58,-4.5,0.89,0.89,10636.0,452.0,377.0,0.89,414.5
3855,55.26,-4.82,5.72,0.8,0.8,10698.0,363.0,122.0,0.8,242.5
3857,55.6,-4.64,4.6,0.87,0.87,10856.0,371.0,429.0,0.87,400.0
3862,55.6,-4.64,4.6,0.87,0.87,10944.0,346.0,429.0,0.87,387.5
3865,53.24,-4.12,-24.44,0.5,0.5,11155.0,83.0,330.0,0.5,206.5
